Name	Length	CAI	%G+C	%G+C(1)	%G+C(2)	%G+C(3)	Nc
b2442	1209	0.614	53.7	57.3	45.2	58.6	56.6
b2443	642	0.632	44.4	53.3	35	44.9	61
b2444	246	0.758	48.8	51.2	35.4	59.8	49.7
b2445	369	0.647	46.6	65.9	31.7	42.3	44.9
b2446	417	0.587	48.9	55.4	39.6	51.8	52.9
b2447	594	0.671	52.4	55.6	38.4	63.1	47.5
b2448	378	0.658	43.1	50	30.2	49.2	54.7
b2449	393	0.69	44	52.7	35.9	43.5	54.4
b2450	810	0.641	50.5	60.7	35.9	54.8	45.7
b2451	1404	0.719	59.1	67.3	44.7	65.4	45.1
b2452	1227	0.717	55.2	57.5	40.1	68	44
b2453	1188	0.756	58.6	62.1	49.7	63.9	41.5
b2454	837	0.723	58.7	67.4	45.2	63.4	48.4
b2455	1404	0.764	57.1	65.6	43.8	62	41.3
b2456	288	0.723	53.1	64.6	38.5	56.2	46.8
b2457	294	0.739	58.2	71.4	45.9	57.1	33.8
b2458	1017	0.72	58.2	68.4	46.6	59.6	47.6
b2459	804	0.736	58.6	68.3	41	66.4	40.8
b2460	702	0.785	56	59	42.3	66.7	38.4
b2461	480	0.667	49.8	58.1	37.5	53.8	51.7
b2462	336	0.729	50.6	59.8	41.1	50.9	46.9
b2463	2280	0.774	54.1	63	38.9	60.4	42
b2464	951	0.724	50.3	60.9	36.9	53	49.8
b2465	2004	0.732	54.6	62.1	42.5	59.3	46.2
b2466	1044	0.71	54.6	56.9	47.1	59.8	48.1
b2467	576	0.746	48.6	56.2	31.8	57.8	49.3
b2468	1980	0.721	55.7	64.5	44.7	57.9	47.4
b2469	1701	0.734	51.6	58.6	37.6	58.7	49.5
b2470	3114	0.727	54.5	59.3	40.8	63.2	46.4
b4606	60	0.699	38.3	50	20	45	20
b2471	357	0.733	46.8	49.6	38.7	52.1	50
b2472	1128	0.727	53.5	64.1	41.5	54.8	46.8
b4547	201	0.674	48.3	56.7	22.4	65.7	40.3
b2473	699	0.755	53.9	64.8	41.6	55.4	42.8
b2474	2016	0.654	55.3	65	47.5	53.3	53.7
b2475	864	0.703	53.6	61.8	43.4	55.6	48.8
b2476	714	0.77	52.2	61.3	32.4	63	38.5
b2477	1035	0.726	55.5	64.1	45.5	56.8	40.3
b2478	879	0.705	51.8	59.7	42.3	53.2	49.7
b2479	573	0.691	50.1	58.1	42.4	49.7	52.6
b2480	471	0.776	49.5	58	31.8	58.6	45.6
b2481	618	0.695	56.3	63.6	48.1	57.3	51.1
b2482	2019	0.678	54.7	59	43.8	61.4	51.9
b2483	948	0.689	53.7	59.8	42.4	58.9	47.8
b2484	1440	0.738	55.3	55	43.3	67.7	43.9
b2485	651	0.725	53.3	56.2	39.2	64.5	46.7
b2486	1581	0.693	53.9	56.7	41.2	63.8	50.4
b2487	1668	0.737	54.3	62.8	39.6	60.6	44.9
b2488	546	0.717	54.9	57.7	47.8	59.3	46.9
b2489	759	0.639	55.7	63.6	46.6	56.9	57.7
b2490	414	0.713	52.7	59.4	38.4	60.1	56.5
b2491	2013	0.676	52.6	62.3	40.2	55.3	51.1
b2492	849	0.733	51.2	48.8	44.9	60.1	50.2
b2493	1062	0.749	54.1	57.6	35.9	68.9	40.4
b2494	1464	0.756	53.9	61.1	41.8	58.8	44.2
b2495	360	0.712	52.5	63.3	33.3	60.8	50.2
b2496	702	0.712	53.8	61.1	38.9	61.5	48.7
b2497	1290	0.709	51.9	55.3	41.4	59.1	48.7
b2498	627	0.726	53	62.7	35.9	60.3	39.4
b2499	1038	0.763	52.9	63	40.5	55.2	43.1
b2500	639	0.756	53.7	63.8	39.9	57.3	47.5
b2501	2067	0.756	48.9	56.9	32.4	57.3	46.3
b2502	1542	0.697	51.2	62.3	38.5	52.7	50.2
b2503	2244	0.713	46.6	52	34.9	52.9	51
b2504	192	0.665	49.5	50	42.2	56.2	47.1
b2505	519	0.711	47.2	53.2	45.7	42.8	50.6
b2506	540	0.741	49.3	61.7	36.7	49.4	51.6
b2507	1578	0.758	54.1	65	37.8	59.5	38.2
b2508	1467	0.744	54.7	66.5	44.6	53	35.7
b2509	1371	0.685	53.2	64.6	40.5	54.7	49.3
b2510	216	0.716	47.7	62.5	36.1	44.4	60.6
b2511	1473	0.744	52.2	63.3	37.5	55.8	43.7
b2512	1179	0.739	53.3	61.1	42.5	56.2	46.3
b2513	621	0.726	49.8	63.3	39.6	46.4	39.4
b2514	1275	0.73	54.7	66.6	41.2	56.5	44.9
b2515	1119	0.747	53.3	63.8	38.1	57.9	42.8
b2516	1014	0.663	54.5	62.4	50.6	50.6	48.5
b2517	1155	0.762	53	58.7	37.9	62.3	39.3
b2518	432	0.783	52.3	62.5	43.8	50.7	31.5
b2519	2313	0.69	56.7	64.5	49.4	56.3	48.1
b2520	4962	0.731	53	62.3	41.4	55.2	47.1
b2521	846	0.717	53.2	67.4	42.6	49.6	48.5
b2522	777	0.719	47.1	58.7	37.8	44.8	49.3
b2523	1284	0.762	56.9	61.4	46	63.1	42.7
b2524	201	0.731	50.2	61.2	31.3	58.2	55.7
b2525	336	0.736	51.8	62.5	41.1	51.8	42.7
b2526	1851	0.765	57.7	70.8	43.4	58.8	41.8
b2527	516	0.751	52.3	65.1	32.6	59.3	42.6
b2528	324	0.751	51.5	59.3	38.9	56.5	37.4
b2529	387	0.76	50.1	55	37.2	58.1	34.6
b2530	1215	0.766	53.3	60.5	39.3	60.2	37.4
b2531	489	0.752	53.6	63.8	46	50.9	42.9
b2532	741	0.776	55.5	64	40.9	61.5	40.9
b2533	804	0.759	54.5	61.6	42.9	59	36.4
b2534	855	0.699	50.5	56.5	40	55.1	51.2
b2535	1281	0.665	51.5	61.8	40.5	52.2	55
b2536	1140	0.718	56.5	56.3	46.6	66.6	47.7
b2537	891	0.728	49.8	59.9	36.4	53.2	47.5
b4706	66	0.75	50	54.5	40.9	54.5	40
b2538	1362	0.719	52.9	60.6	43.8	54.4	46.5
b2539	519	0.69	52.2	60.1	38.7	57.8	48.9
b2540	321	0.69	55.5	61.7	45.8	58.9	56.9
b2541	813	0.737	56.1	62.7	46.9	58.7	45.6
b2542	1203	0.694	54	64.8	43.1	54.1	48.8
b2543	423	0.69	49.6	52.5	40.4	56	52.8
b2544	873	0.702	55.2	61.5	45.7	58.4	47
b2545	1062	0.76	55.2	62.4	44.4	58.8	42.8
b2546	999	0.739	56.2	60.1	41.7	66.7	42.8
b2547	1512	0.713	56.1	65.5	40.3	62.5	48.2
b2548	984	0.715	46.1	57	38.4	43	50.1
b2549	3282	0.749	54.9	62.6	41.3	60.7	44.4
b2550	1194	0.74	50.6	54.8	41	56	45.4
b2551	1254	0.765	53.3	62.9	38.8	58.4	35
b2552	1191	0.751	52.5	62	39	56.4	42.7
b2553	339	0.753	51	60.2	33.6	59.3	38.4
b2554	1335	0.738	54.8	64.5	39.8	60	44.3
b2555	714	0.676	54.2	65.1	42	55.5	51.7
b2556	1428	0.692	53.2	62.2	40.1	57.1	50.5
b2557	3888	0.763	56.9	66.7	43.1	60.9	41
b2558	1557	0.723	50.4	58.2	37.2	55.9	49.3
b2559	504	0.731	54.8	64.3	42.9	57.1	50.2
b2560	636	0.717	52.2	59.9	42	54.7	48
b2561	849	0.709	51.7	61.8	41	52.3	52.7
b2562	261	0.75	44.8	46	33.3	55.2	47.2
b4687	81	0.642	37	40.7	18.5	51.9	32.2
b2563	381	0.673	51.4	63	41.7	49.6	43.4
b2564	732	0.768	56.4	68.4	41.4	59.4	39.7
b2565	729	0.699	54	59.3	45.7	57.2	45.9
b2566	906	0.74	52.3	59.3	35.1	62.6	41.9
b2567	681	0.722	50.7	62.6	38.8	50.7	47.4
b2568	975	0.751	52	57.5	42.2	56.3	46.6
b2569	1800	0.759	53.7	61.7	36.3	63.2	39
b2570	480	0.668	54.8	58.1	50	56.2	55.5
b2571	957	0.688	50.8	54.2	44.2	53.9	53.2
b2572	651	0.681	52.2	66.4	39.2	51.2	54.2
b2573	576	0.687	48.8	59.9	38.5	47.9	57.6
b4725	156	0.558	44.2	50	34.6	48.1	50.4
b2574	1623	0.713	53.2	62.8	42.1	54.5	49
b2575	738	0.709	52.4	59.3	43.9	54.1	50.5
b2576	1335	0.743	54.8	64.7	41.6	58	42.7
b2577	882	0.668	49.7	58.5	38.8	51.7	50.7
b2578	588	0.706	51.2	51.5	45.4	56.6	48.3
b2579	384	0.766	47.9	66.4	35.9	41.4	35.9
b2580	690	0.709	52.2	61.7	40	54.8	51.4
b2581	1038	0.774	56.3	64.7	46.8	57.2	42.1
b2582	420	0.707	49.5	56.4	40.7	51.4	51.2
b2583	699	0.653	52.4	60.5	46.8	49.8	50.1
b2584	2661	0.693	54.3	63.2	42.3	57.4	48.9
b2585	1356	0.713	48.9	59.3	32.5	54.9	49.6
b2586	324	0.674	53.7	50.9	50.9	59.3	41
b2587	1299	0.644	48.7	52.7	45.7	47.8	52
b2592	2574	0.741	51.4	66.9	36.4	51	44.8
b2593	732	0.662	54.8	62.3	48.4	53.7	53.2
b2594	981	0.728	52.8	67	38.8	52.6	46.2
b2595	738	0.763	51.2	58.9	39.8	54.9	44
b2597	342	0.695	46.2	57.9	32.5	48.2	45.1
b2598	48	0.68	37.5	25	31.2	56.2	46.7
b2599	1161	0.74	49.2	57.6	38	51.9	51.7
b2600	1122	0.714	52.3	66.8	36.4	53.7	46.2
b2601	1071	0.731	51.8	62.7	42.3	50.4	46.2
b2602	366	0.662	45.6	50.8	43.4	42.6	48.9
b2603	519	0.661	45.7	49.7	40.5	46.8	55
b2604	1227	0.705	48.3	55	39.4	50.6	50.4
b2605	483	0.636	51.1	55.3	45.3	52.8	59.8
b2606	348	0.688	48.3	62.1	37.9	44.8	34
b2607	768	0.683	53.4	63.7	43	53.5	51.7
b2608	549	0.682	49	58.5	32.8	55.7	43.7
b2609	249	0.708	51.4	63.9	43.4	47	33.3
b2610	1362	0.728	54.2	63	35.5	64.1	43.1
b2611	792	0.684	52.7	56.1	36.7	65.2	50.1
b4461	1287	0.721	51.1	57.1	34.7	61.5	46.3
b2614	594	0.75	50.3	67.7	33.8	49.5	42.6
b2615	879	0.686	49.9	57.7	37.9	54.3	52.5
b2616	1662	0.705	51.8	67	38.1	50.4	47
b2617	342	0.654	49.4	52.6	44.7	50.9	47.6
b2618	291	0.695	50.9	64.9	39.2	48.5	57.3
b2619	477	0.662	47.2	49.1	37.7	54.7	53.3
b2620	483	0.733	51.8	57.8	39.8	57.8	44.4
b2622	1242	0.618	47.6	55.6	42.3	44.9	54.1
b2623	957	0.645	36.8	43.9	33.5	32.9	53.8
b2624	213	0.568	46.9	47.9	45.1	47.9	56.7
b2625	1410	0.66	37.9	45.1	34.7	34	52
b2626	627	0.632	40.4	45.5	36.4	39.2	61
b2627	2190	0.645	48.9	54.9	34.1	57.7	58.3
b2628	1617	0.624	48.7	56.6	34.5	54.9	57.3
b2629	264	0.607	45.5	47.7	36.4	52.3	46.3
b2630	1074	0.639	44.3	52.5	37.7	42.7	56.6
b2631	372	0.644	46	53.2	36.3	48.4	57.5
b2632	864	0.649	54.1	63.5	41.7	56.9	51.2
b2633	822	0.668	55.6	65	43.1	58.8	51.8
b2634	702	0.666	57.3	66.2	44.4	61.1	49.5
b2635	237	0.674	53.2	60.8	44.3	54.4	44.9
b2636	444	0.713	50.9	57.4	37.2	58.1	53.3
b2637	468	0.639	51.3	51.3	42.3	60.3	55.4
b2638	315	0.742	41.6	41.9	33.3	49.5	49.2
b2642	1704	0.611	31.2	37.3	28.9	27.5	47.9
b2643	459	0.698	54	56.2	42.5	63.4	44
b2644	483	0.669	54.2	65.2	39.8	57.8	55.8
b4548	201	0.676	54.7	53.7	50.7	59.7	61
b2645	318	0.673	54.4	58.5	44.3	60.4	47.6
b2646	330	0.646	47.6	57.3	38.2	47.3	61
b2647	4581	0.644	49.2	52.7	47.2	47.7	55.8
b2649	792	0.681	35.1	42	32.6	30.7	56.2
b2650	483	0.671	32.7	42.2	28.6	27.3	46.1
b2659	978	0.754	54.3	62.6	33.7	66.6	44.3
b2660	1269	0.729	57.7	59.1	45.4	68.6	44.4
b2661	1449	0.808	58.3	62.3	42.7	70	35
b2662	1281	0.752	59.3	65.1	41.7	71.2	39.8
b2663	1401	0.721	51.3	49.3	43.7	61	49.2
b2664	663	0.707	53.5	64.3	39.4	57	46.2
b2665	450	0.721	48.4	56.7	34.7	54	49.4
b2666	159	0.698	50.9	49.1	37.7	66	37.5
b2667	300	0.659	53	57	47	55	61
b2668	525	0.69	45.9	57.1	42.3	38.3	49.7
b2669	405	0.731	48.1	58.5	40	45.9	43.4
b2670	450	0.776	49.1	50	38.7	58.7	43.1
b2671	345	0.682	47	61.7	40.9	38.3	53.9
b2672	330	0.725	53.9	61.8	48.2	51.8	56.6
b2673	246	0.744	53.3	62.2	47.6	50	46
b2674	411	0.684	56	62.8	44.5	60.6	49.5
b2675	2145	0.733	51.8	56.6	41	57.9	48.5
b2676	960	0.721	48.2	52.5	35.9	56.2	51.7
b2677	1203	0.708	49	61.8	36.4	48.9	47.9
b2678	1065	0.696	58.1	62	46.5	65.9	45.8
b2679	993	0.774	52.6	55.3	40.8	61.6	45.4
b2682	738	0.695	52.8	54.9	50.8	52.8	46.8
b2683	336	0.679	54.5	58.9	44.6	59.8	42.4
b2684	531	0.702	49.2	57.1	35.6	54.8	49.6
b2685	1173	0.718	53.4	61.4	39.9	58.8	42.8
b2686	1539	0.717	56.6	53.2	45.2	71.3	45.2
b2687	516	0.769	51.6	59.9	34.3	60.5	46.1
b2688	1557	0.759	51.3	58	42.4	53.6	46.2
b2689	429	0.641	49.4	49.7	47.6	51	46.1
b2690	567	0.704	53.4	67.2	41.8	51.3	49.3
b2696	186	0.662	49.5	61.3	33.9	53.2	51.6
b2697	2631	0.745	53.6	64	40.4	56.6	43.4
b2698	501	0.738	51.9	63.5	44.9	47.3	46.2
b2699	1062	0.764	54.1	60.2	39.3	63	33.3
b2700	498	0.702	56.6	62.7	52.4	54.8	46.7
b2701	1086	0.744	55.2	58.8	41.4	65.2	46.6
b2702	564	0.719	50.2	53.7	41	55.9	46.4
b2703	960	0.696	54.7	60.6	45.9	57.5	51.1
b2704	372	0.712	55.1	64.5	41.1	59.7	44.3
b2705	780	0.741	53.3	59.6	38.8	61.5	48.4
b2706	360	0.653	55	63.3	44.2	57.5	51.3
b2707	774	0.721	48.8	54.3	36.4	55.8	47.7
b2708	966	0.768	57.3	64.9	43.8	63.4	40.8
b2709	1515	0.704	56.8	68.3	40.8	61.4	48.6
b2710	1440	0.736	53.3	57.1	38.8	64.2	41.7
b2711	1134	0.736	54.1	62.4	40.5	59.3	44.1
b2712	2253	0.726	57.6	67	45.8	60.1	46.3
b2713	528	0.785	52.3	58.5	47.7	50.6	36.6
b2714	1011	0.705	53.2	59.1	40.9	59.6	46.3
b2715	1458	0.75	56.1	58.2	44.4	65.6	43.5
b2716	1425	0.775	51.5	55.8	39.4	59.4	43.9
b2717	471	0.75	53.9	62.4	35.7	63.7	41.5
b2718	411	0.767	52.8	59.9	37.2	61.3	44.4
b2719	768	0.777	56.4	64.8	45.3	59	42.4
b2720	543	0.754	55.6	54.7	43.1	69.1	43.6
b2721	1710	0.809	56.9	62.6	38.9	69.1	36.1
b2722	924	0.79	58.4	62	43.2	70.1	33.5
b2723	1827	0.744	58.2	62.4	45	67.2	41.4
b2724	612	0.742	57.4	60.8	50	61.3	45.4
b2725	462	0.747	50.2	57.1	33.1	60.4	41.8
b2726	351	0.67	53	64.1	41	53.8	46.4
b2727	873	0.749	55.2	62.9	43	59.8	39.8
b2728	273	0.766	55.3	65.9	35.2	64.8	34
b2729	1122	0.766	55.4	63.9	41.7	60.7	45.5
b2730	1011	0.731	57.3	69.7	43.9	58.2	45.6
b2731	2079	0.726	52.6	61.5	36.9	59.3	47.6
b2732	354	0.748	50.6	58.5	38.1	55.1	40.3
b2733	2562	0.748	56.1	64.9	41.5	62.1	43.7
b2734	657	0.665	42.3	53.4	31.1	42.5	57.8
b2735	768	0.67	51.6	59	43.4	52.3	56.4
b2736	909	0.684	53	63.4	46.9	48.8	51.5
b2737	1167	0.685	55.1	66.1	46.5	52.7	48.1
b2738	639	0.716	53.5	60.6	43.7	56.3	50.9
b2739	777	0.652	51.5	66	38.2	50.2	48.9
b2740	1365	0.644	51.7	57.8	44.4	53	52.1
b2741	993	0.723	52.1	66.2	35.6	54.4	49.7
b2742	1140	0.669	52.5	53.9	50.3	53.2	49.2
b2743	627	0.683	53.4	68.4	40.2	51.7	47.2
b2744	762	0.72	54.7	63.8	47.2	53.1	42.9
b2745	1050	0.733	52.2	63.7	40.9	52	44.3
b2746	480	0.702	53.8	65.6	43.8	51.9	48.9
b2747	711	0.697	55.4	67.1	45.6	53.6	53
b2748	312	0.669	51.9	63.5	38.5	53.8	57.7
b2749	324	0.698	48.1	47.2	38	59.3	55.1
b2750	606	0.73	52.5	65.8	38.6	53	51.3
b2751	1428	0.744	54.6	65.5	39.3	59	41.2
b2752	909	0.751	53	59.7	37.6	61.7	40.6
b2753	1038	0.67	49.3	56.1	44.2	47.7	53.6
b2754	285	0.659	46.3	53.7	42.1	43.2	53.3
b2755	918	0.593	51.3	64.7	46.4	42.8	53.5
b2756	600	0.611	45.3	57.5	39.5	39	57.8
b2757	675	0.583	48.1	56.4	47.6	40.4	57.5
b2758	1092	0.678	43.5	56.6	38.2	35.7	46.6
b2759	483	0.651	46.4	55.9	41.6	41.6	53.7
b2760	1509	0.62	43.8	54.5	39.8	37.2	56.2
b2761	2667	0.627	44.7	56.7	38.7	38.7	53.7
b2762	735	0.772	50.7	60.4	36.7	55.1	45.2
b2763	1713	0.763	56	60.8	40.1	67.3	39.8
b2764	1800	0.738	56.1	66.2	41.3	60.7	43.6
b2765	366	0.734	49.5	57.4	40.2	50.8	44.4
b2766	1272	0.724	55.3	64.9	46.5	54.7	47.2
b2767	261	0.681	55.2	58.6	52.9	54	60.2
b2768	576	0.77	46.5	51.6	35.9	52.1	49
b2769	861	0.7	55.6	66.9	44.6	55.4	50.7
b2770	780	0.678	55.6	65.8	45.4	55.8	49.9
b2771	1338	0.697	53.2	57.8	45.5	56.3	49.1
b4463	1455	0.75	50.5	55.1	37.9	58.6	43.7
b2774	786	0.731	45.7	51.9	40.8	44.3	46
b2775	1278	0.729	49.7	44.8	42.5	61.7	46.3
b2776	1479	0.738	49	53.1	41	52.9	47
b2777	672	0.706	51.6	57.1	42.9	54.9	50.3
b4682	141	0.807	24.1	31.9	17	23.4	28.5
b2778	873	0.645	41.1	46	41.6	35.7	53.6
b2779	1299	0.715	50.3	59.8	40	51.3	27.4
b2780	1638	0.748	51.9	61.2	37.7	56.8	42.8
b2781	792	0.717	50.8	66.3	34.5	51.5	43.6
b2782	336	0.621	46.1	57.1	42.9	38.4	52.4
b2783	249	0.66	48.6	57.8	30.1	57.8	43.2
b2784	2235	0.719	53.8	64.3	37.6	59.5	44.9
b2785	1302	0.699	51.5	62.4	41.5	50.5	50.6
b2786	2757	0.719	49.8	59.3	35.6	54.6	47.9
b2787	1341	0.742	53.2	63.5	41.6	54.6	41.2
b2788	1341	0.727	54	64.4	42.5	55	46.6
b2789	1353	0.71	52.3	50.8	41.2	64.7	49.6
b2790	450	0.77	52.7	59.3	38.7	60	44.6
b2791	783	0.72	54	67	40.2	54.8	47.7
b2792	330	0.743	52.4	67.3	34.5	55.5	46.5
b2793	546	0.686	47.8	57.7	37.4	48.4	57.5
b2794	849	0.73	48.9	56.9	37.5	52.3	50
b2795	1365	0.735	51.4	58.7	36.7	58.7	47.5
b2796	1290	0.743	52.3	50.9	39.5	66.5	33.7
b2797	1368	0.763	55	62.5	41.9	60.5	39.9
b2798	756	0.718	52.8	63.1	40.9	54.4	50
b2799	1149	0.697	53.5	64.8	43.6	52.2	48
b2800	648	0.689	49.1	60.2	39.4	47.7	56.6
b2801	1317	0.675	47.7	48.5	43.1	51.5	51.6
b2802	1776	0.735	54.5	59.1	44.9	59.5	44.5
b2803	1419	0.699	51.1	57.1	42.9	53.3	53.9
b2804	423	0.673	48.9	60.3	38.3	48.2	58
b2805	732	0.723	48.2	54.5	38.9	51.2	53.6
b2806	1101	0.773	52.2	59.9	40.1	56.7	44.1
b2807	396	0.772	54.5	52.3	45.5	65.9	41.2
b2808	918	0.663	49.1	61.1	39.5	46.7	51.3
b2809	228	0.752	46.5	46.1	38.2	55.3	35.2
b2810	1206	0.733	55.9	66.4	44.5	56.7	45.4
b2811	444	0.718	54.5	58.8	43.9	60.8	43.4
b2812	807	0.75	54.6	61.7	45.7	56.5	40
b2813	1098	0.763	52.8	60.1	42.9	55.5	42
b2817	1254	0.705	53.5	61.5	40	59.1	49.8
b2818	1332	0.724	52.6	59.9	38.1	59.7	50.1
b2819	1827	0.705	55.3	64.9	45	56	49.1
b2820	3543	0.717	54.6	63.9	40.8	58.9	47.8
b2821	2889	0.726	51.2	57	38.4	58	48.6
b2822	3369	0.719	53.6	63.8	39.4	57.7	46.9
b2823	324	0.667	54.9	53.7	45.4	65.7	61
b2824	408	0.752	52.7	58.1	44.9	55.1	47.3
b2825	564	0.716	52.3	58.5	42	56.4	44.4
b2826	471	0.63	54.1	54.8	49	58.6	61
b2827	795	0.766	51.1	58.5	35.5	59.2	42.5
b2828	876	0.73	52.9	57.2	39.7	61.6	45.7
b2829	2247	0.693	53.9	66.5	40.1	55.1	50.6
b2830	531	0.683	49.3	54.8	42.4	50.8	54.3
b4610	147	0.673	42.2	46.9	44.9	34.7	61
b2831	690	0.651	53.6	65.2	43.9	51.7	51.2
b2832	714	0.709	49.9	55.9	36.1	57.6	48.2
b2833	219	0.724	43.4	54.8	37	38.4	32.6
b2834	1041	0.716	54.4	62.5	41.8	58.8	46.5
b2835	1194	0.715	55.5	58	44.5	64.1	50.5
b2836	2160	0.712	52.6	61.1	40.6	56.2	47.7
b2837	1032	0.733	52.7	62.5	44.2	51.5	48.1
b2838	1263	0.75	53	66.7	39.7	52.7	46
b2839	936	0.68	53.4	64.1	43.6	52.6	52.1
b2840	693	0.699	50.9	61.9	43.3	47.6	44.6
b2841	1419	0.716	51.2	51.4	43.1	59	46.8
b2842	762	0.696	52	58.7	42.9	54.3	50.2
b2843	837	0.722	49.6	55.2	38	55.6	49.1
b2844	1182	0.678	53.6	65.5	46.7	48.5	51.4
b2845	1230	0.655	44.5	45.9	38.5	49	53.8
b2846	633	0.657	37.4	42.2	37	33.2	53.5
b2847	810	0.643	39.6	45.2	35.6	38.1	61
b2848	483	0.634	31.7	37.3	31.1	26.7	49.3
b4683	81	0.731	25.9	44.4	11.1	22.2	31.9
b2849	426	0.668	32.9	34.5	32.4	31.7	42
b2851	492	0.683	32.7	43.9	26.2	28	49.8
b2852	1377	0.616	34.7	44.2	29.6	30.3	52.2
b2853	219	0.625	33.8	38.4	37	26	32
b2860	906	0.621	55.1	61.3	47.7	56.3	52.5
b2861	366	0.594	53	65.6	40.2	53.3	54.9
b2863	795	0.629	42.8	49.8	37.4	41.1	54.8
b2865	756	0.676	50.9	50	53.2	49.6	50.9
b2866	2259	0.683	53	61.4	44.6	53	50.5
b2867	879	0.705	53.7	62.8	45.7	52.6	46.9
b2868	480	0.651	52.1	56.2	48.1	51.9	51.9
b2869	1779	0.673	45.8	56.8	36.3	44.2	51.8
b2870	1191	0.738	50	58.9	38.3	52.6	42.9
b2871	1197	0.73	53.6	61.9	39.1	59.9	42.5
b2872	1212	0.76	51.5	59.7	41.3	53.5	39.6
b2873	1386	0.731	52.8	59.7	42.6	56.1	48.2
b2874	933	0.729	49.1	62.7	40.5	44.1	45.3
b2875	1626	0.68	52.2	64.6	43.4	48.7	50.6
b2876	771	0.643	50.5	59.5	45.1	46.7	56.3
b2877	579	0.652	43.2	48.7	38.9	42	51.5
b2878	3099	0.719	52.2	60.5	39.5	56.6	47.4
b2879	1329	0.728	52.7	58	39.5	60.5	49.3
b2880	780	0.732	54.5	66.5	41.9	55	49.7
b2881	2871	0.729	52.9	62	42.1	54.8	45
b2882	1401	0.69	48.9	52.2	42	52.5	50.4
b2883	1320	0.743	48.9	55.7	36.8	54.3	47.4
b4464	1368	0.694	52.6	56.1	44.3	57.2	47
b2886	489	0.674	54.8	60.7	47.9	55.8	61
b2887	1920	0.691	52.9	61.9	46.7	50	52.4
b2888	1449	0.652	49	53	40	54	53.1
b4684	126	0.598	34.1	35.7	28.6	38.1	41.7
b4753	72	0.636	44.4	50	37.5	45.8	61
b2889	549	0.73	50.1	56.3	45.9	48.1	47.9
b2890	1518	0.775	53.1	62.8	35.2	61.3	36.1
b2892	1734	0.702	56.6	67.8	41.2	60.9	48.5
b2893	711	0.719	48.4	54.9	36.3	54	47.7
b2894	897	0.719	53.1	65.6	38.1	55.5	47.1
b2895	522	0.716	51.3	59.8	32.8	61.5	43.1
b2896	408	0.657	53.4	57.4	42.6	60.3	54.3
b2897	267	0.751	49.4	58.4	34.8	55.1	36.6
b2898	981	0.737	53.9	63.9	42.2	55.7	41.9
b2899	660	0.714	52	54.1	36.8	65	53.6
b2900	312	0.71	43.6	52.9	33.7	44.2	40
b2901	1440	0.786	50.8	55.4	36	60.8	40.4
b2902	744	0.648	55	61.3	44.8	58.9	53
b2903	2874	0.788	55.9	64.1	41.1	62.6	38.3
b2904	390	0.822	52.6	63.8	39.2	54.6	35.8
b2905	1095	0.771	54.6	63.3	42.2	58.4	43.3
b4754	84	0.863	25	17.9	28.6	28.6	22.9
b2906	1203	0.758	54.9	64.6	41.9	58.4	47
b2907	1179	0.703	59.5	68.7	49.6	60.3	48.5
b2908	1326	0.752	53.5	64.5	38.5	57.7	43.8
b2909	579	0.678	51.3	66.3	34.7	52.8	47.5
b2910	330	0.699	46.7	57.3	35.5	47.3	50.7
b2912	549	0.641	51.9	64.5	36.6	54.6	61
b4665	60	0.454	35	40	20	45	61
b2913	1233	0.76	53	62.3	38.4	58.2	42.1
b2914	660	0.722	51.8	63.2	40	52.3	40.1
b2916	894	0.695	54.4	66.8	39.6	56.7	52.7
b2917	2145	0.732	55	62.5	42	60.4	44.5
b2918	996	0.711	53.9	63.3	41.6	56.9	49.8
b2919	786	0.752	49.4	56.5	35.5	56.1	42.7
b2920	1479	0.753	53.1	59.4	40.6	59.4	46.3
b2921	897	0.696	44.6	54.2	35.1	44.5	51.6
b2922	741	0.743	52.6	64	38.5	55.5	50.1
b2923	636	0.694	50.8	55.2	43.4	53.8	51.2
b2924	861	0.726	49.9	57.8	38	54	46.1
b2925	1080	0.747	51.1	58.3	36.9	58.1	30.6
b2926	1164	0.709	52.3	64.2	39.2	53.6	33
b2927	1020	0.692	51.5	61.2	41.5	51.8	53.2
b2928	714	0.68	50.3	60.9	37.4	52.5	55.8
b2929	510	0.734	48	51.8	34.1	58.2	48.6
b2930	966	0.723	56.6	64.6	42.2	63	44.5
b4465	1278	0.744	50.9	59.4	39	54.5	47
b2933	1389	0.7	49.8	54.4	40.8	54.2	50.2
b2934	444	0.673	42.3	52	37.8	37.2	57
b2935	1992	0.761	55.7	62.7	43.8	60.7	31.9
b2936	759	0.728	51.5	59.3	41.9	53.4	51.5
b2937	921	0.781	54.6	63.5	39.7	60.6	41.4
b2938	1977	0.75	54.3	64	37.5	61.3	42.5
b2939	132	0.658	40.9	47.7	31.8	43.2	57.2
b2940	216	0.588	48.1	52.8	48.6	43.1	61
b2941	252	0.666	42.9	46.4	39.3	42.9	57
b2942	1155	0.734	53.2	62.9	41.6	55.3	39.5
b2943	1395	0.728	53.1	55.7	41.7	61.9	41.8
b2944	498	0.709	55.2	65.1	40.4	60.2	49.8
b2945	708	0.766	54.8	59.3	43.6	61.4	47.6
b2946	732	0.721	53.1	62.3	41.4	55.7	47.2
